"Player","Season","Team","GP","TOI","SA","GA","Sv%","xSv%","dSv%","LDSv%","MDSv%","HDSv%","GSAA"
"VESA.TOSKALA","2007-2008","TOR",63,2586.67,1174,98,91.65,92.15,-0.49,96.39,92.68,76.02,-5.79
"VESA.TOSKALA","2008-2009","TOR",52,2225.52,1063,100,90.59,92.11,-1.52,96.58,89.91,77.65,-16.16
"VESA.TOSKALA","2009-2010","TOR/CGY",32,1225.13,565,56,90.09,92.35,-2.27,94.67,90.4,77.78,-12.8
"VIKTOR.FASTH","2012-2013","ANA",25,1141.32,537,41,92.36,92.17,0.19,97.5,93.01,80.18,1.04
"VIKTOR.FASTH","2013-2014","ANA/EDM",12,539.18,252,25,90.08,92.13,-2.05,97.17,90.32,75.47,-5.16
"VIKTOR.FASTH","2014-2015","EDM",26,1076.42,547,57,89.58,91.58,-2,96.19,87.1,80.8,-10.95
"WADE.DUBIELEWICZ","2007-2008","NYI",20,805.7,419,29,93.08,92.12,0.96,94.37,96.36,77.19,4.03
"YANN.DANIS","2008-2009","NYI",31,1341.48,680,51,92.5,92.04,0.46,98.02,92.41,80.18,3.14
"YANN.DANIS","2009-2010","N.J",12,377.42,166,10,93.98,91.94,2.04,98.48,95.71,80,3.38
"ZANE.MCINTYRE","2016-2017","BOS",8,272.09,118,16,86.44,91.05,-4.61,98.08,94.29,58.06,-5.44
